index,uri,tempo,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,duration_ms
"swimming lessons, camp claude",spotify:track:22r5S6iwB1Le5qpIFMSm48,111.958,0.589,0.6609999999999999,0,-5.718999999999999,1,0.0261,0.0082,0.0,0.36,0.52,4,235360
"dancing alone, camp claude",spotify:track:0HOR3INs7Q74RCDy2a9lL6,126.976,0.782,0.48100000000000004,11,-9.479,0,0.0454,0.0871,0.0022600000000000003,0.159,0.7190000000000001,4,205009
"old downtown, camp claude",spotify:track:07J5gvVBcXUPcsa9KVYwHu,87.93700000000001,0.6759999999999999,0.449,1,-7.058,0,0.0399,0.21100000000000002,0.00475,0.129,0.322,4,169907
"lille, voyou",spotify:track:4Jd8CmtOFzB8tePfOius35,82.777,0.316,0.225,3,-10.747,1,0.0325,0.863,0.00894,0.10800000000000001,0.127,4,302133
"la serre, voyou",spotify:track:7y2PcB3cCmuKS9epz4UJEt,164.08599999999998,0.691,0.748,10,-7.647,1,0.06,0.0136,0.00041500000000000006,0.109,0.889,4,192840
"à nos jeunesses, voyou",spotify:track:0BhEZmG2sBnV6Tn4GggNdN,128.01,0.7040000000000001,0.578,4,-9.237,0,0.0318,0.6409999999999999,0.00218,0.11699999999999999,0.662,4,224587
"le naufragé, voyou",spotify:track:7Kg0UHhhjcwgXMRnaM2X4u,144.032,0.579,0.335,1,-13.386,1,0.0354,0.49,0.0259,0.10400000000000001,0.42200000000000004,4,269240
"le confort, voyou",spotify:track:4qtZpUJ5nJOiqvYIhS65Ov,92.014,0.7340000000000001,0.593,9,-6.871,0,0.0488,0.37799999999999995,7.28e-05,0.0694,0.8109999999999999,4,189813
"y crois-tu, fishbach",spotify:track:6qz58Ewm182HRXyuKlcnbj,97.96,0.563,0.6559999999999999,4,-6.292000000000001,0,0.0251,0.135,0.0,0.165,0.282,4,239093
"dans une boîte en papier, fishbach",spotify:track:1ILFpk6zb8ZLHwn94ePrSA,120.001,0.6809999999999999,0.29600000000000004,2,-11.917,1,0.0309,0.00997,0.00224,0.0817,0.27,4,269991
"à ta merci, fishbach",spotify:track:3mBIjrgRfZCUSZhILW2LK0,137.303,0.447,0.207,6,-11.966,0,0.0351,0.7609999999999999,0.000392,0.11199999999999999,0.242,4,167453
"le château, fishbach",spotify:track:3af4kSHY0qD5s29ibc0WE7,113.999,0.6859999999999999,0.7659999999999999,2,-7.252999999999999,1,0.0352,0.0394,0.000102,0.21899999999999997,0.111,4,227960
"invisible désintégration de l'univers, fishbach",spotify:track:3DuusRj1j5hke6pqn3ktWX,103.969,0.596,0.535,8,-9.41,0,0.0276,0.35600000000000004,6.72e-06,0.14400000000000002,0.35600000000000004,4,229880
"un autre que moi, fishbach",spotify:track:6k7BWoUAjyguOjRNewRFdQ,102.04,0.759,0.631,6,-6.2379999999999995,1,0.05,0.0279,3.82e-06,0.0582,0.927,4,184147
"ma voie lactée, fishbach",spotify:track:0mfV4tGUred3BXFkI8MeC6,98.01,0.782,0.524,5,-6.672999999999999,1,0.0285,0.141,0.0,0.0787,0.614,4,192187
"mortel, fishbach",spotify:track:47NipxlZzqAoe3ndnuG1rw,95.00200000000001,0.6809999999999999,0.6859999999999999,5,-4.803999999999999,0,0.0331,0.00313,3.12e-06,0.629,0.589,4,244000
"femme fatale, the velvet underground",spotify:track:3PG7BAJG9WkmNOJOlc4uAo,103.91799999999999,0.55,0.145,0,-15.753,1,0.0332,0.9129999999999999,0.0,0.11800000000000001,0.138,4,159000
"cheri cheri lady, modern talking",spotify:track:5pHVEIn2RwZQn38qIfB3Rz,114.265,0.6779999999999999,0.778,10,-8.601,1,0.0312,0.494,0.00228,0.322,0.835,4,227653
"at least that's what you said, wilco",spotify:track:63fKR9muo3uUwlFwlwZLG1,88.682,0.263,0.401,7,-11.775,1,0.036000000000000004,0.0331,0.242,0.0916,0.39799999999999996,4,331200
"unfucktheworld, angel olsen",spotify:track:0HaDqyNg9LoZZ7Zli1uhzL,119.044,0.545,0.128,0,-13.163,1,0.0393,0.943,0.0225,0.0987,0.327,4,125440
"oh babe what would you say, hurricane smith",spotify:track:2LY6g95pnSwCFG6TBKiZwv,148.863,0.7240000000000001,0.816,0,-4.572,1,0.0377,0.006670000000000001,0.000925,0.0591,0.745,4,196480
"i found a reason - 2015 remaster, the velvet underground",spotify:track:63OJHHu2ambZAvdrvhdT2b,77.941,0.424,0.289,5,-12.062999999999999,1,0.0271,0.0619,0.00044400000000000006,0.10400000000000001,0.335,3,255680
"satellite of love - demo version; 2015 remaster, the velvet underground",spotify:track:6NkzKmPgDTG8zHL7PtydBh,128.924,0.478,0.5670000000000001,5,-8.855,1,0.0485,0.335,0.0,0.127,0.536,4,180173
"i can't stand it, the velvet underground",spotify:track:2U7ZghsBnEc4BYTGbZor4L,130.16899999999998,0.565,0.518,10,-14.503,1,0.0289,0.0012900000000000001,0.000361,0.204,0.855,4,201160
"friends, the velvet underground",spotify:track:4wvBkjKpTnIUEvkBQeE41z,116.137,0.536,0.324,4,-13.922,1,0.0291,0.813,0.00946,0.127,0.47100000000000003,4,159853
"sad song - demo version; 2015 remaster, the velvet underground",spotify:track:7uMDNeWshPiqZQFoNa8h1U,77.479,0.611,0.22,2,-12.395999999999999,1,0.0425,0.425,0.00692,0.183,0.45,4,210560
"achilles last stand - 1990 remaster, led zeppelin",spotify:track:5gwign6hATXgMHxYrRix9L,146.039,0.332,0.8859999999999999,2,-8.4,1,0.0535,0.006409999999999999,0.131,0.205,0.326,4,622000
"voilà, françoise hardy",spotify:track:6aRy3XEJMq9SeZKz2pV9q4,61.84,0.125,0.53,3,-8.495,1,0.0307,0.0866,0.36700000000000005,0.109,0.461,4,202533
"i put a spell on you, nina simone",spotify:track:0sjxRg1VlYfx4YG7uxurrq,88.897,0.42,0.39799999999999996,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,3,155027
"my baby's gone, the ravens",spotify:track:5SKBSRMWVXLw1hkpVqaTci,136.767,0.778,0.319,5,-11.132,0,0.042,0.857,0.0,0.142,0.7929999999999999,4,166693
"i put a spell on you, screamin' jay hawkins",spotify:track:1YwoYPfhuZlLDbJUH1cKSi,173.87099999999998,0.7440000000000001,0.434,5,-10.807,0,0.0845,0.583,0.0151,0.0715,0.9390000000000001,3,144360
"take me out, young summer",spotify:track:0P02sJx08rbprBFPgNDJ8R,127.95,0.345,0.14,7,-16.647000000000002,0,0.0378,0.909,5.25e-06,0.37799999999999995,0.0715,4,218871
"with arms outstretched, rilo kiley",spotify:track:5p3UmXrTYD95gJjDLdM82x,105.664,0.39,0.439,4,-8.691,1,0.0292,0.562,0.0,0.21600000000000003,0.18600000000000003,4,222192
"orange sky, kat cunning",spotify:track:45E6I2yNGDGkEqx2U2PWvs,125.094,0.41,0.17600000000000002,2,-15.629000000000001,1,0.0414,0.731,4.8700000000000005e-05,0.14,0.0701,4,298028
"crosses, josé gonzález",spotify:track:7Af2gX0MJD9F5TJSeJEhXC,134.622,0.664,0.365,11,-10.124,0,0.0298,0.9059999999999999,0.0238,0.102,0.29600000000000004,4,161379
"ask me anything, the strokes",spotify:track:3CixrF3nYZ6V5OwFKSQxuM,131.525,0.36200000000000004,0.276,8,-11.544,1,0.0347,0.5710000000000001,0.825,0.14800000000000002,0.47700000000000004,4,189973
"i'm sticking with you, the velvet underground",spotify:track:1iJiJfFkhwpSh1m8qTgZ5A,82.81299999999999,0.441,0.0651,5,-21.353,1,0.0831,0.9490000000000001,2.09e-05,0.14300000000000002,0.368,4,146173
"dopey joe, the velvet underground",spotify:track:7cULGoJDYM7lGJAmlDq4dw,115.098,0.737,0.5589999999999999,0,-8.795,1,0.045,0.198,0.0,0.084,0.904,4,188467
"stephanie says, the velvet underground",spotify:track:341b9JIDHZ3oaMVNwS0OsA,112.531,0.5579999999999999,0.204,0,-20.49,1,0.0333,0.851,0.000709,0.129,0.5539999999999999,4,169053
"andy's chest, the velvet underground",spotify:track:4oHGcw4VE6hOo2rLFOXWmT,103.97399999999999,0.65,0.424,0,-17.836,1,0.0382,0.18,0.0,0.15,0.946,4,170200
"season of the witch, lana del rey",spotify:track:5DSi7heBC8eTIFROBvttnp,95.984,0.674,0.205,2,-14.173,1,0.0399,0.8959999999999999,0.0272,0.114,0.355,4,247148
"lisa says - live, the velvet underground",spotify:track:0duMbGXhMqiUX5LrY1u9Kq,68.486,0.473,0.439,5,-10.599,1,0.0381,0.611,0.0,0.252,0.524,4,359827
"she's my best friend, the velvet underground",spotify:track:29pebZ4rseuBYTImTX4aJq,133.616,0.583,0.442,0,-16.194000000000003,1,0.0331,0.163,5.64e-06,0.38,0.897,4,167026
"foggy notion, the velvet underground",spotify:track:1g4MLkHenJtT7WeIv1SZuk,148.04,0.565,0.787,2,-15.607999999999999,1,0.0448,0.000361,0.11199999999999999,0.185,0.94,4,401732
"hey jude, the beatles",spotify:track:1eT2CjXwFXNx6oY5ydvzKU,74.268,0.462,0.632,5,-7.438,1,0.0248,0.091,0.0,0.397,0.585,4,238854
"one vision - remastered 2011, queen",spotify:track:0xzhryP1AoHUazYdJ5rj3B,119.961,0.46,0.922,2,-7.388,1,0.264,0.0449,0.000252,0.34,0.32799999999999996,4,311027
"friends will be friends - remastered 2011, queen",spotify:track:0SaopEgTo6O5dJoFXBbulL,75.03399999999999,0.442,0.532,4,-7.721,0,0.0273,0.0377,1.4300000000000002e-05,0.336,0.35200000000000004,3,246907
"dream a little dream of me (with paul weston & his music from hollywood), doris day",spotify:track:2HyPrPSANTIPkR6CfiytwY,147.721,0.386,0.125,0,-17.695,1,0.0394,0.9209999999999999,6.42e-06,0.0919,0.254,4,223373
"fuck it i love you, lana del rey",spotify:track:7MtVPRGtZl6rPjMfLoI3Lh,129.895,0.532,0.452,9,-10.654000000000002,0,0.043,0.892,0.0011300000000000001,0.127,0.203,4,218288
"love song, lana del rey",spotify:track:5tyMJlMqaggzvuX7TtlrTe,134.238,0.374,0.0694,9,-16.529,1,0.0392,0.965,0.000368,0.0807,0.24100000000000002,4,229326
"mambo sun - remastered, t. rex",spotify:track:79dQwpXjJ4t3pILysdqFyB,181.049,0.519,0.613,11,-10.667,1,0.10099999999999999,0.0607,0.826,0.209,0.731,4,220960
"ain't no mountain high enough, eddie money",spotify:track:70PGLsqrzgRAp19n6sTvOM,124.97,0.619,0.6,9,-7.222,0,0.0274,0.301,0.0,0.141,0.703,4,161933
"sixteen, iggy pop",spotify:track:70ZlAJGfC4DesFw4oQ7YZM,124.85600000000001,0.517,0.929,4,-5.946000000000001,1,0.0673,0.25,0.484,0.767,0.5710000000000001,4,146599
"ooh la la - 2015 remaster, faces",spotify:track:6TNNMVpOgn8K5NoDC7alG6,147.814,0.603,0.494,2,-10.27,1,0.0301,0.428,0.000171,0.0894,0.7290000000000001,4,214960
"gimme some lovin' - single mix, the spencer davis group",spotify:track:0g6UcrVsACnRJyTGX6uSHu,147.403,0.493,0.688,7,-8.142999999999999,1,0.0321,0.0126,0.256,0.38,0.5329999999999999,4,173973
"everyday - single version, buddy holly",spotify:track:5MMU5J8jtVDZiryukBeruJ,135.48,0.735,0.257,8,-10.748,1,0.0344,0.49700000000000005,0.0,0.081,0.513,4,128267
"i feel fine - remastered 2009, the beatles",spotify:track:4gxs9En3aoaOm2J5wNMMm9,89.86200000000001,0.588,0.8109999999999999,7,-7.2989999999999995,1,0.0448,0.33899999999999997,4.06e-06,0.41200000000000003,0.802,4,140400
"surf city - remastered 1990/stereo remix, jan & dean",spotify:track:4ZzXPeOfMXk0iKNQGdlzDq,147.878,0.469,0.647,8,-13.913,1,0.0315,0.595,1.65e-06,0.33899999999999997,0.9420000000000001,4,163027
"crying, roy orbison",spotify:track:6eLL7QTdMWdhhG4i3jHDR9,96.685,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.10400000000000001,0.162,4,166467
"runaround sue, dion",spotify:track:1DndHckdH9m5rp6gYP086b,79.987,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,4,171600
"oh, pretty woman, roy orbison",spotify:track:48i055G1OT5KxGGftwFxWy,127.432,0.619,0.603,9,-9.481,1,0.0342,0.715,0.0,0.0721,0.958,4,178933
"surfin' u.s.a. - remastered, the beach boys",spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,159.231,0.55,0.8540000000000001,3,-5.968,1,0.036000000000000004,0.6609999999999999,0.0,0.11199999999999999,0.965,4,149373
"i get around (mono), the beach boys",spotify:track:3v9xlH6BpmRbqL7hgNJhfT,144.338,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,4,134387
"hey jude - remastered 2015, the beatles",spotify:track:0aym2LBJBk9DAYuHHutrIl,147.207,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.3800000000000002e-05,0.08800000000000001,0.532,4,425653
"it's only love - remastered 2009, the beatles",spotify:track:2ue1KRstSKHF8jQkIJZiNC,113.155,0.629,0.551,0,-8.281,1,0.0256,0.22,0.0,0.0432,0.685,3,116480
"over you - live, the velvet underground",spotify:track:2chcBZsDQlN5sjoAkdaD28,101.85600000000001,0.726,0.42200000000000004,7,-11.984000000000002,1,0.0429,0.7070000000000001,0.0,0.68,0.8190000000000001,4,181667
"supergirl, reamonn",spotify:track:3FhNJaCNypOAnZccdYGAWN,116.24,0.662,0.515,6,-9.501,0,0.0296,0.136,0.011000000000000001,0.0925,0.376,4,246067
"give me love, ed sheeran",spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,116.068,0.526,0.32799999999999996,1,-9.863999999999999,1,0.0461,0.6940000000000001,0.0,0.11199999999999999,0.11,4,526387
"skinny love, birdy",spotify:track:4RL77hMWUq35NYnPLXBpih,166.467,0.379,0.29,4,-8.485,1,0.051,0.9520000000000001,0.00106,0.11800000000000001,0.16899999999999998,4,201080
"lucy in the sky with diamonds - remastered 2009, the beatles",spotify:track:25yQPHgC35WNnnOUqFhgVR,65.09,0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.6679999999999999,1,208467
"strawberry fields forever - remastered 2009, the beatles",spotify:track:3Am0IbOxmvlSXro7N5iSfZ,97.87100000000001,0.39,0.502,10,-12.277000000000001,1,0.17800000000000002,0.336,0.000138,0.0713,0.289,4,247320
"what i'd say (remastered), ray charles",spotify:track:6RvJigkrHaxStGN2shMJ7h,177.472,0.39,0.622,4,-6.215,1,0.166,0.708,0.0,0.185,0.703,4,305824
"i only wanna be with you, bay city rollers",spotify:track:3XY0oIVf2roUFIwkzjBgwt,131.83,0.594,0.9079999999999999,2,-9.865,1,0.0534,0.35,2.8300000000000003e-05,0.547,0.951,4,216642
"satisfied mind - live at wfmu, east orange, nj - oct 1992, jeff buckley",spotify:track:59J9tAbY39foKp478aUsWX,92.38,0.40299999999999997,0.0275,9,-17.715,1,0.0324,0.932,3.86e-05,0.111,0.136,3,357627
"morning theft, jeff buckley",spotify:track:4dYrMJkjysQFCjSbNCzZdz,101.38600000000001,0.406,0.28300000000000003,5,-11.718,1,0.0297,0.69,0.0,0.111,0.0624,3,218400
"if you knew - live at sin-é, new york, ny - july/august 1993, jeff buckley",spotify:track:1nd2JEHXbUuQFDiQzCBpsv,173.515,0.27399999999999997,0.0637,8,-23.926,1,0.0446,0.8959999999999999,0.00105,0.818,0.124,3,268493
"fox on the run, manfred mann",spotify:track:0oxQWfkZuJW8L7uiItwsB0,97.49700000000001,0.5429999999999999,0.733,0,-6.974,1,0.0328,0.0561,0.0,0.345,0.792,4,162893
"pretty flamingo, manfred mann",spotify:track:1UgKjjafmYDSgJ66NbIcBV,113.506,0.5529999999999999,0.594,7,-9.03,1,0.0279,0.114,0.0,0.743,0.841,4,150107
"the mighty quinn, manfred mann",spotify:track:0cWPr2PvYTQERq88b4jGXw,92.82799999999999,0.599,0.703,11,-7.058,1,0.0502,0.442,0.0,0.23199999999999998,0.887,4,173773
"do wah diddy diddy, manfred mann",spotify:track:7gEpTMp9MQc1uJwivtL37R,125.445,0.6609999999999999,0.557,4,-8.244,1,0.049,0.262,0.0,0.0557,0.9570000000000001,4,143400
"i'm a man, the spencer davis group",spotify:track:5zWehIgPMCGysidrvbltlU,129.011,0.55,0.929,9,-5.765,1,0.0815,0.038,0.0,0.135,0.643,4,176160
"friday i'm in love, the cure",spotify:track:263aNAQCeFSWipk896byo6,136.203,0.526,0.762,0,-12.437000000000001,0,0.0342,0.0009720000000000001,0.00011599999999999999,0.33799999999999997,0.505,4,214400
"freedom exists, jim morrison",spotify:track:7E6D0oydjUY1SEv3rNuvIK,172.558,0.444,0.10800000000000001,2,-29.395,0,0.878,0.9359999999999999,1.41e-06,0.175,0.7120000000000001,1,20427
"stoned immaculate, jim morrison",spotify:track:2AgM8aEV07XxINYmIh5sq6,119.97,0.7490000000000001,0.38799999999999996,4,-16.357,1,0.10400000000000001,0.128,0.00048300000000000003,0.213,0.865,4,93320
"awake, jim morrison",spotify:track:6U65Pc0A2qHYwJoU1OLgH0,125.256,0.29,0.386,2,-16.467,1,0.129,0.7959999999999999,0.0,0.7909999999999999,0.155,3,35800
"to come of age, jim morrison",spotify:track:5BHRLSV5HcT4OcMN387Avz,65.529,0.6559999999999999,0.188,6,-26.753,1,0.924,0.706,0.0,0.218,0.222,4,61627
"curses, invocations, jim morrison",spotify:track:6fhUg6K56zWI4xv2LYIavN,140.901,0.493,0.314,2,-16.049,1,0.0367,0.449,1.24e-05,0.0806,0.605,3,114400
"dawn's highway, jim morrison",spotify:track:51DVV5Tg3LLBtP0Zq3n1g6,108.475,0.368,0.16899999999999998,11,-34.496,1,0.435,0.847,1.1400000000000001e-05,0.45899999999999996,0.0965,3,81880
"lament, jim morrison",spotify:track:4XB1h6hAqnk19yif0ia00u,77.60600000000001,0.501,0.114,2,-24.871,1,0.444,0.893,1.7e-05,0.457,0.493,4,138747
"bird of prey, jim morrison",spotify:track:0psPuObi7UupQnXjaex39e,48.655,0.5670000000000001,0.14400000000000002,1,-24.232,1,0.322,0.9620000000000001,5.41e-05,0.275,0.17800000000000002,4,63773
"a feast of friends, jim morrison",spotify:track:4JMRpe5sUhYjOlf0JE4BT8,72.077,0.28300000000000003,0.22,0,-16.805,0,0.0306,0.6459999999999999,0.11900000000000001,0.18,0.369,4,130573
"american night, jim morrison",spotify:track:2OGZLdFkiA8oMn5ckSQnXn,172.023,0.325,0.128,3,-21.848000000000003,1,0.426,0.517,1.17e-05,0.688,0.0368,3,28453
"too much blood, the rolling stones",spotify:track:1UtHyDuh9FijqGHcLgAKUm,116.34299999999999,0.598,0.7959999999999999,6,-10.597999999999999,0,0.0502,0.0178,0.17600000000000002,0.0496,0.563,4,374533
"promised land - stereo remix, chuck berry",spotify:track:7rv5nMajrnl8XdPuf697A1,166.313,0.467,0.816,0,-11.720999999999998,1,0.136,0.0997,0.0,0.424,0.96,4,151333
"i don't want to discuss it, little richard",spotify:track:2FXzdeNYid2YX47mjlmBXG,143.816,0.621,0.742,2,-9.621,1,0.0416,0.603,0.0,0.22899999999999998,0.8859999999999999,4,144800
"nothing's gonna hurt you baby, cigarettes after sex",spotify:track:3GhsBdS9ulPK3KCdwHRPhG,96.848,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,4,286293
"can't stand it, wilco",spotify:track:1QBbFLiBCOElhEJVhsMNcl,98.76,0.563,0.823,7,-3.4960000000000004,1,0.026000000000000002,0.0202,0.0127,0.284,0.8390000000000001,4,226933
"she's a jar, wilco",spotify:track:1LhMScqQCHh1u1CZA3PJTu,73.604,0.376,0.537,7,-6.202999999999999,1,0.0272,0.0628,0.000149,0.107,0.349,4,282880
"a shot in the arm, wilco",spotify:track:7bLiOJtUpzZ1AIBFtCRQYk,126.35600000000001,0.556,0.787,2,-5.006,1,0.0305,0.0486,2.05e-05,0.0966,0.5710000000000001,4,259800
"we're just friends, wilco",spotify:track:67thZKUVkQwpmnGSSUxLPX,75.965,0.353,0.257,0,-10.675,1,0.0391,0.846,0.14800000000000002,0.0897,0.121,4,164667
"i'm always in love, wilco",spotify:track:5pvxe9Bx9VgL59ScsM11mt,118.84200000000001,0.491,0.9490000000000001,11,-4.143,1,0.0533,0.00223,0.00011100000000000001,0.17300000000000001,0.685,4,221133
"nothing'severgonnastandinmyway (again), wilco",spotify:track:3VwZp4jxGFWMyMClFOq3YK,130.446,0.5529999999999999,0.863,1,-3.8930000000000002,1,0.0315,0.032,1.88e-06,0.22699999999999998,0.703,4,200733
"pieholden suite, wilco",spotify:track:0fEV0F3QOzKlxO4CrLaKLJ,109.318,0.373,0.45299999999999996,2,-9.996,1,0.0374,0.276,0.0151,0.0678,0.147,4,206400
"via chicago, wilco",spotify:track:58nPDufBVhMa2bT8G59CzS,93.65299999999999,0.54,0.42200000000000004,2,-8.166,1,0.027000000000000003,0.306,2.3800000000000003e-05,0.0933,0.494,4,333600
"elt, wilco",spotify:track:5XdLjPYDs3RGJx67qqeQqi,126.435,0.518,0.8959999999999999,4,-4.34,1,0.0335,0.00108,9.91e-05,0.315,0.405,4,226027
"my darling, wilco",spotify:track:75Nl8F9d3tFGWxZOqdMq20,69.226,0.452,0.589,9,-7.852,1,0.025,0.0708,0.631,0.0928,0.281,4,218053
"when you wake up feeling old, wilco",spotify:track:2cc0vgUmSTfWCIxfmdD2uS,117.99600000000001,0.38299999999999995,0.537,7,-9.141,1,0.0513,0.579,0.000101,0.0773,0.568,4,234840
"summer teeth, wilco",spotify:track:5JhCCmkPDt6ePDJ1P1jOTD,134.969,0.648,0.8009999999999999,2,-6.022,1,0.0304,0.27,8.05e-06,0.387,0.73,4,200720
"in a future age, wilco",spotify:track:33BysYsvbS2WhHaX1KwqaK,124.537,0.6,0.364,2,-10.505999999999998,1,0.0336,0.736,0.0038799999999999998,0.237,0.213,4,177147
"candyfloss, wilco",spotify:track:3nnq44szI4q5psqebNaFVC,132.91299999999998,0.363,0.915,7,-4.957,0,0.0898,0.149,8.63e-05,0.353,0.225,4,177493
"a shot in the arm - remix, wilco",spotify:track:4kSw2U3dTENfBuKnUpVDZt,126.09899999999999,0.5670000000000001,0.787,2,-4.5169999999999995,1,0.0286,0.008190000000000001,0.10300000000000001,0.0413,0.611,4,234560
"how to fight loneliness, wilco",spotify:track:1CsMuJeMzRqNgS7G0fo1Gv,123.65799999999999,0.6920000000000001,0.37799999999999995,11,-12.671,0,0.0308,0.596,0.11,0.134,0.4,4,232027
"piano man, billy joel",spotify:track:3FCto7hnn1shUyZL42YgfO,179.167,0.33399999999999996,0.47200000000000003,0,-8.792,1,0.0277,0.6,3.77e-06,0.317,0.431,3,336093
"missing you, chris de burgh",spotify:track:0Gtb0lXSgo9zEXl3B2yn07,113.04899999999999,0.693,0.473,5,-12.145,1,0.0256,0.42,0.000166,0.127,0.74,4,247067
"our house, crosby, stills, nash & young",spotify:track:5JC4BHDEyREcHfPyOwEbEM,141.44299999999998,0.636,0.28300000000000003,9,-11.284,1,0.0442,0.83,8.65e-06,0.10400000000000001,0.41600000000000004,4,182773
"chon ke divoonatam, zedbazi",spotify:track:5kaiKSXqXiRZAt1qRlHGrh,87.45,0.308,0.556,7,-8.815,1,0.0585,0.5379999999999999,4.6899999999999995e-05,0.11199999999999999,0.163,4,187951
"daastane maa, zedbazi",spotify:track:7vpye6Mg4b98P6W2qcsIwz,116.979,0.8079999999999999,0.693,0,-9.016,1,0.0419,0.0799,0.0,0.129,0.5479999999999999,4,371357
"kooche, zedbazi",spotify:track:4YUPk41APkPRtjOKMOw1iK,125.98200000000001,0.599,0.7170000000000001,0,-7.936,0,0.0386,0.575,0.0,0.124,0.872,4,281365
"zendegie mane, zedbazi",spotify:track:5ScnhLskPJLI8V1LvWdvZ3,117.988,0.621,0.9359999999999999,1,-5.766,1,0.109,0.11900000000000001,0.0,0.10400000000000001,0.46,4,349962
"taze shuru-e zendegimoone, zedbazi",spotify:track:1BezbT1kk0YBWT31OgZx36,120.00399999999999,0.7659999999999999,0.531,11,-11.069,1,0.0319,0.322,6.68e-05,0.0768,0.769,4,347037
"taze shuru-e zendegimoone (dsm remix), zedbazi",spotify:track:4ziv8vh8uO5Fo6ZYzKsMbf,126.992,0.8,0.6559999999999999,6,-10.448,0,0.0644,0.037000000000000005,0.797,0.06,0.457,4,371383
"nakoni bavar, zedbazi",spotify:track:6apHAXwZnXh4sJx0qQA7ji,94.978,0.679,0.6579999999999999,0,-9.772,1,0.145,0.7829999999999999,2.68e-06,0.11,0.611,4,319164
"cigare soorati, zedbazi",spotify:track:6mbBVhXIBckMWDQ5urPmbg,119.964,0.755,0.606,0,-8.894,0,0.0288,0.53,0.00296,0.11,0.674,4,360281
"delam tang shode, zedbazi",spotify:track:3ewq6y4MyXoVMCDTNkiT86,157.984,0.593,0.551,11,-10.016,1,0.185,0.425,3.6e-05,0.136,0.496,4,251167
"tehran maale mane, zedbazi",spotify:track:6ZRdhLw5VJThTKrhE6JaoW,144.006,0.775,0.64,0,-7.818,1,0.183,0.217,0.0,0.121,0.696,4,395285
"six o'clock - 2003 remaster, the lovin' spoonful",spotify:track:1wl5GcyBRd8vuu1AURLU6z,126.499,0.5920000000000001,0.483,7,-11.347999999999999,1,0.0475,0.35100000000000003,0.0,0.201,0.7190000000000001,4,161227
"into the great wide open, tom petty and the heartbreakers",spotify:track:0zADciPE8vgqVVzC5TSz9d,82.531,0.605,0.6970000000000001,4,-6.436,0,0.0238,0.293,0.0,0.115,0.752,4,221293
"stop draggin' my heart around, stevie nicks",spotify:track:5EREWfwv8JB3GI2mOdPxLz,107.167,0.634,0.644,4,-6.185,0,0.0274,0.41700000000000004,0.00114,0.17800000000000002,0.6579999999999999,4,242773
"you got lucky, tom petty and the heartbreakers",spotify:track:0OvjKK6d8DJ1023doAg1fd,115.155,0.7090000000000001,0.615,9,-6.92,0,0.0272,0.115,5.56e-06,0.0634,0.602,4,212307
"i need to know, tom petty and the heartbreakers",spotify:track:32nGBKJgIwwyUpzY0K4KU9,154.113,0.505,0.914,4,-5.202000000000001,0,0.0281,0.0108,0.0496,0.34600000000000003,0.7070000000000001,4,142387
"here comes my girl, tom petty and the heartbreakers",spotify:track:4H7xM8x4bNpPhlbAvsAMPX,105.09700000000001,0.583,0.7490000000000001,4,-6.2410000000000005,1,0.0304,0.027000000000000003,0.0598,0.146,0.36700000000000005,4,263427
"refugee, tom petty and the heartbreakers",spotify:track:4BdDaVVXB0IrKyoJdeoFJJ,116.39,0.5770000000000001,0.6990000000000001,6,-5.0569999999999995,0,0.0358,0.0384,2.25e-06,0.0676,0.7290000000000001,4,200027
"don't come around here no more, tom petty and the heartbreakers",spotify:track:1jOnFSRWXGiCkBZl7A53In,161.04399999999998,0.502,0.8,5,-7.1979999999999995,1,0.0349,0.0004,0.0066099999999999996,0.132,0.8809999999999999,4,303693
"the waiting, tom petty and the heartbreakers",spotify:track:4dcQDkMYJ3MfQFEOXrVvVD,118.889,0.59,0.889,2,-4.7219999999999995,1,0.028999999999999998,0.0596,0.0,0.37799999999999995,0.711,4,236280
"breakdown, tom petty and the heartbreakers",spotify:track:0CukZtt2Jfl7KjahsCFzVq,113.541,0.642,0.306,9,-8.501,0,0.0387,0.484,0.000153,0.18100000000000002,0.6679999999999999,4,162280
"listen to her heart, tom petty and the heartbreakers",spotify:track:4uluH27y1SDzUh3H9Nd8IQ,127.77,0.46,0.843,9,-5.649,1,0.0372,0.354,0.27899999999999997,0.233,0.37799999999999995,4,181520
"yer so bad, tom petty",spotify:track:2ZS3jFe6p8UoVyrY5jWBlF,90.454,0.569,0.55,7,-12.859000000000002,1,0.0275,0.00771,0.0,0.179,0.746,4,185667
"time to move on, tom petty",spotify:track:20dt11ZTAtjsfcNJLP9u30,112.588,0.613,0.716,2,-9.365,1,0.0261,0.0836,0.000381,0.105,0.507,4,195333
